0.024787776	-0.09428897	-0.050185617	-0.02381212	0.042017132	-0.12353679	-0.039165273	-0.065722354	0.022733524	0.102441035	-0.023123711	-0.0934689	0.02822734	0.0046422975	-0.02380522	0.008545551
0.010574707	-0.07563346	-0.017582726	0.037617896	0.0044639697	-0.06924759	-0.03147821	-0.022171775	0.07919886	0.0025056947	-0.009515814	-0.10518651	0.050643124	0.0029996552	0.028195377	-0.028532222
0.03823046	-0.06721882	-0.047882702	0.0130286515	0.06221979	-0.08984532	-0.023721738	-0.10103813	0.07210589	-0.04374419	0.02778837	-0.045000013	0.12925355	0.02535834	0.0072537116	0.00095897523
0.047665134	-0.037121724	-0.028163373	0.04729303	0.042516243	-0.084196	-0.049203012	-0.03891234	0.030298859	0.01786518	-0.020672593	-0.1254447	0.044895463	0.05275698	-0.03760734	-0.06612669
0.0061709983	-0.08860598	-0.040285178	0.01447698	0.036673617	-0.09238007	0.0074632545	-0.043208014	0.027121793	-0.041430477	-0.05978591	-0.0016426069	0.038987722	0.043170225	-0.10555781	3.2996137e-05
0.0024320805	-0.09508709	-0.093940176	0.0060648527	-0.03570373	-0.1024944	-0.0008397986	0.013711117	0.029634677	0.042933535	0.014787815	0.005034306	0.035417598	0.014042989	-0.03199116	-0.12459565
-0.023024848	-0.11076069	0.00237773	0.0658416	0.06590183	-0.11823071	-0.04049556	-0.075845376	-0.010414133	-0.050017066	-0.04081002	-0.11050481	0.0638512	-0.051671315	-0.040821392	-0.013248244
-0.009607733	-0.008882726	-0.024114503	-0.047888294	-0.006319874	-0.07833638	-0.01925619	-0.011514965	0.008295585	-0.013900242	-0.06786031	-0.07827406	-0.012904977	0.05476521	0.038191907	-0.061583146
-0.038082782	-0.08268843	-0.038497254	0.016576009	-0.0042863577	-0.09140766	-0.02280997	-0.069534466	-0.0400715	0.0025366833	-0.0027004813	-0.075292945	-0.00094042456	0.051344924	-0.026781484	-0.00785581
-0.05059125	-0.057462737	-0.08624654	0.09315486	0.03246321	-0.05099206	-0.08391388	-0.032832377	-0.00445646	0.037222456	0.034256935	-0.05800718	0.07896557	0.08597418	0.051200736	-0.005484533
-0.014436601	-0.067861795	0.012522383	-0.02750866	0.038028568	-0.0529025	-0.017882418	-0.056728415	0.027215317	-0.0052516996	0.04797786	-0.07944783	0.026183061	-0.021162748	-0.025989497	-0.026044682
-0.033207394	-0.033004463	-0.13469963	-0.012397112	0.06383462	-0.0843409	-0.019900095	-0.023374917	-0.007339002	-0.04061877	-0.01038609	-0.067321	0.06575797	-0.008967172	-0.016678235	-0.08290937
0.04067385	0.024141626	0.01930186	-0.020883307	-0.03215789	-0.027586034	0.03378718	-0.028008217	-0.016016232	0.018598408	-0.017885301	-0.15958667	0.026957987	0.09391749	0.015155239	-0.053305034
-0.04130833	-0.029070852	-0.0008491982	-0.03126547	0.004105999	-0.06309092	-0.037134983	0.057303634	-0.0061423182	-0.10754737	-0.061845027	-0.007759673	0.04822107	-0.047733508	-0.008756556	0.09116595
-0.058158126	-0.032491848	0.0041916585	0.08923542	-0.028529007	-0.10577548	-0.018861972	-0.06576805	0.00025571242	0.013619114	-0.09238	-0.06426071	0.091662206	-0.0019173038	0.016246099	-0.0037564044
0.05487601	-0.057974435	0.015730288	-0.01203978	0.0008543395	-0.18681328	-0.038551904	-0.020446865	0.039310876	-0.008780791	0.019384587	-0.0063149976	0.0012172079	0.0548503	0.00616111	-0.003343349
-0.015175242	-0.044636868	0.004140271	-0.02921775	0.03159016	-0.164705	0.05035288	-0.011861705	0.0049922895	0.0149576785	-0.04217375	-0.21360484	0.09773142	-0.08263971	0.04734945	-0.037429225
-0.04476245	0.0007636069	-0.051350743	-0.00949493	0.03350064	-0.041644394	-0.020133374	0.033573978	0.10818224	0.03402882	-0.096166626	-0.03492378	0.1026216	-0.009848466	-0.047370736	-0.053211015
-0.04224997	-0.066605635	-0.059272222	-0.0704618	0.06652915	0.0038677894	-0.07420813	-0.048084144	0.08520258	-0.049604595	-0.029936353	-0.09046419	-0.0047020176	0.07562547	-0.038546506	-0.09222525
-0.051107757	-0.05977719	-0.049009517	0.10648909	0.021775465	-0.045112375	-0.004757748	0.0026339912	0.07809488	0.028734041	0.099271126	-0.13828994	0.017622394	-0.016336259	-0.06324778	-0.022645434
0.030028312	-0.12897135	0.005642632	-0.062237345	0.0050877435	-0.026753856	-0.073067	0.0054133916	0.0979747	0.055791296	-0.04591052	0.025962444	0.0018398579	0.036767986	-0.032207116	-0.050461147
0.0015415942	-0.0962583	-0.013170878	0.011002006	0.02573201	-0.066631034	-0.05281097	0.017045578	-0.06626861	-0.091308385	-0.044727374	-0.0038171478	-0.12793706	-0.004858137	-0.08443508	0.09387676
-0.029685684	-0.014786298	-0.008253633	0.08931662	0.017938687	-0.014457757	-0.038452283	-0.18576047	0.073992394	0.17493445	0.060963996	-0.031113451	0.06958428	0.07636789	0.0025501924	-0.027738044
-0.016794587	0.035213433	-0.13041914	0.06027501	0.01521262	-0.026041556	-0.07835479	-0.017524343	0.11894161	0.030695943	-0.028250413	0.037465695	-0.005404156	-0.033712685	0.06199695	0.03449193
-0.020797009	-0.03311457	-0.087463416	0.032792427	0.072907396	-0.058635436	0.0164626	0.021749962	-0.02579258	0.040703364	0.02486667	-0.09934189	0.011759339	-0.022963341	-0.024519814	-0.09148937
-0.018353269	-0.07732351	0.056653243	-0.009357841	0.071568824	-0.15219034	-0.079405636	0.026402615	-0.03174866	-0.047143824	0.006109294	-0.18102887	-0.0030729536	-0.09681476	-0.0654152	0.026199749
-0.034027215	0.043571614	-0.03822217	0.03109991	-0.022889659	-0.07945472	0.028918851	-0.033687934	0.035181955	0.056303255	-0.017150002	-0.04993554	0.06254864	-0.025400044	0.062231384	-0.003284979
0.04290479	-0.08009614	-0.06423814	-0.08628738	-0.065730974	-0.06930951	-0.038202185	0.021031817	0.0370877	0.12993814	0.07483998	-0.073837005	-0.024968924	-0.052847873	-0.02081608	-0.013610774
-0.009561365	-0.018696876	-0.013070065	0.07189384	0.029033026	-0.051351216	-0.032686125	-0.054790467	0.08042606	-0.06082285	-0.097127885	-0.048167765	0.03554553	0.053668953	-0.07652604	-0.014041825
0.020677174	-0.025164189	-0.020071883	-0.006057677	0.06285847	0.086912066	0.046854064	0.0070433854	-0.049942546	-0.08161054	-0.06761322	-0.041001398	0.02548773	0.10573613	-0.001759194	0.08556256
-0.027751943	-0.023491383	-0.089522846	-0.08863973	0.08803534	-0.05350174	0.0051775626	0.017912695	-0.006431617	-0.041746452	-0.079776466	-0.10053609	0.022528237	0.059557237	-0.026623392	0.0071821413
0.07062077	-0.051596142	-0.05755826	-0.012930735	0.07175588	-0.124164626	-0.02709844	0.04868916	0.027248742	-0.06742729	-0.010564232	-0.10740755	0.104448475	0.041057497	-0.0060399957	0.0040780804
